"SITENAME","DATE","TIME","SALINITY","TN","TP","TOC","NH4","N.N","NO2","SRP","DOC","NO3","Dataset.ID","Date.EST","Station.ID","ALIAS","Region","SRPFlag","TPFlag","TPReversal","TNReversal","OCReversal"
"TS/PH3","2012-06-13","11:25",0,45.132,0.22,NA,1.14,0.17,0.07,0.03,892.167,0.1,"LT_ND_Rubio_002",2012-06-13,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2012-07-12","09:35",0,36.879,0.2,NA,1.47,0.37,0.06,0.18,546.75,0.31,"LT_ND_Rubio_002",2012-07-12,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2012-08-01","10:20",0,48.214,0.22,NA,1.83,0.28,0.05,0.01,817.417,0.23,"LT_ND_Rubio_002",2012-08-01,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2012-09-13","13:00",0,49.362,0.09,NA,1.6,0.53,0.13,0.01,826.75,0.39,"LT_ND_Rubio_002",2012-09-13,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2012-10-11","10:40",0,56.686,0.16,NA,3.23,0.56,0.12,0.01,804.75,0.44,"LT_ND_Rubio_002",2012-10-11,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2012-11-03","10:15",0,43.964,0.12,NA,3.55,0.15,0.08,0.03,800.083,0.07,"LT_ND_Rubio_002",2012-11-03,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2012-12-04","11:15",0,41.685,0.12,NA,6.98,0.69,0.08,0.04,1808.333,0.61,"LT_ND_Rubio_002",2012-12-04,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-01-08","11:00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT_ND_Rubio_002",2013-01-08,"TS/PH3","TS/PH3","TS",1,1,NA,NA,NA
"TS/PH3","2013-02-14","12:00",0,108.48,0.13,NA,42.88,0.2,0.1,0.03,992.5,0.11,"LT_ND_Rubio_002",2013-02-14,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-03-15","10:30",0,173.637,0.23,NA,63.13,0.51,0.14,0.02,1290,0.37,"LT_ND_Rubio_002",2013-03-15,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-04-18","09:35",0,136.382,0.16,NA,29.06,0.16,0.13,0.02,1281.667,0.02,"LT_ND_Rubio_002",2013-04-18,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-05-03","12:40",0,129.915,0.18,NA,23.08,3.96,0.24,0.18,1106.667,3.72,"LT_ND_Rubio_002",2013-05-03,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-06-11","09:15",0,44.447,0.13,NA,2.5,0.3,0.12,0.02,663.917,0.18,"LT_ND_Rubio_002",2013-06-11,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-07-01","08:45",0,54.901,0.18,NA,3.66,0.28,0.12,0,755.917,0.16,"LT_ND_Rubio_002",2013-07-01,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2013-08-13","09:15",0,NA,NA,NA,3.85,0.33,0.06,0.03,717.625,0.27,"LT_ND_Rubio_002",2013-08-13,"TS/PH3","TS/PH3","TS",0,1,NA,NA,NA
"TS/PH3","2013-09-17","09:45",0,48.223,0.13,NA,19.83,1.17,0.21,0.02,699.5,0.96,"LT_ND_Rubio_002",2013-09-17,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-10-24","09:05",0,41.71,0.31,NA,4.54,0.38,0.09,0.02,813.833,0.29,"LT_ND_Rubio_002",2013-10-24,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-11-06","10:05",0,55.915,0.1,NA,8.6,1.02,0.14,0.02,870,0.88,"LT_ND_Rubio_002",2013-11-06,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2013-12-05","09:20",0,34.923,0.1,NA,3.41,0.44,0.06,0.01,680.917,0.38,"LT_ND_Rubio_002",2013-12-05,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2014-01-09","11:00",0,63.771,0.07,NA,45.77,0.87,0.15,0.06,838.333,0.73,"LT_ND_Rubio_002",2014-01-09,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2014-02-12","09:00",0,45.09,0.39,NA,15.35,0.27,0.08,0.1,779.583,0.18,"LT_ND_Rubio_002",2014-02-12,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2014-03-20","09:45",0,54.274,NA,NA,28.65,0.54,0.11,0.08,969.167,0.43,"LT_ND_Rubio_002",2014-03-20,"TS/PH3","TS/PH3","TS",0,1,NA,0,NA
"TS/PH3","2014-06-26","11:40",0,110.188,NA,NA,26.05,7.02,0.99,0.09,1630,6.04,"LT_ND_Rubio_002",2014-06-26,"TS/PH3","TS/PH3","TS",0,1,NA,0,NA
"TS/PH3","2014-07-22","09:41",0,32.043,0.09,NA,1.33,0.36,0.09,0.04,779.167,0.27,"LT_ND_Rubio_002",2014-07-22,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2014-08-12","09:50",0,40.076,0.19,NA,2.29,0.31,0.08,0.02,901.667,0.23,"LT_ND_Rubio_002",2014-08-12,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2014-09-25","09:30",0,28.955,0.14,NA,NA,NA,NA,NA,NA,NA,"LT_ND_Rubio_002",2014-09-25,"TS/PH3","TS/PH3","TS",1,0,NA,NA,NA
"TS/PH3","2014-10-16","10:00",0,47.623,0.14,NA,2.74,0.41,0.12,0.02,830.833,0.29,"LT_ND_Rubio_002",2014-10-16,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2014-11-12","09:25",0,45.441,0.11,NA,3.33,0.81,0.11,0,734,0.7,"LT_ND_Rubio_002",2014-11-12,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2014-12-04","10:05",0,46.16,0.07,NA,4.34,0.99,0.14,0.02,762.5,0.85,"LT_ND_Rubio_002",2014-12-04,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-01-13","09:35",0,44.557,0.06,NA,7.15,1.31,0.2,0.01,892.917,1.12,"LT_ND_Rubio_002",2015-01-13,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-03-06","11:50",0,81.581,0.34,NA,2.16,0.11,0.09,0.07,1248.333,0.02,"LT_ND_Rubio_002",2015-03-06,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-05-07","11:30",0,49.04,0.23,NA,2.21,0.77,0.11,0.02,1087.5,0.65,"LT_ND_Rubio_002",2015-05-07,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-06-05","11:15",0,88.672,0.74,NA,6.06,0.14,0.07,0.01,1843.333,0.07,"LT_ND_Rubio_002",2015-06-05,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-07-29","09:34",0,68.786,0.23,NA,2.9,0.48,0.14,0.05,1505.417,0.35,"LT_ND_Rubio_002",2015-07-29,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-08-25","09:53",0,40.832,0.27,NA,4.17,0.31,0.09,0.13,1037.083,0.22,"LT_ND_Rubio_002",2015-08-25,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-09-24","10:45",0,44.425,0.15,NA,2.28,0.42,0.08,0.03,701.417,0.33,"LT_ND_Rubio_002",2015-09-24,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-10-22","09:51",0,44.513,0.16,NA,1.44,0.41,0.05,0.04,925.833,0.36,"LT_ND_Rubio_002",2015-10-22,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-11-19","09:25",0,40.261,0.13,NA,4.25,0.39,0.07,0.11,811.5,0.32,"LT_ND_Rubio_002",2015-11-19,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2015-12-17","09:15",0,34.947,0.16,NA,3.29,0.39,0.07,0.05,699,0.32,"LT_ND_Rubio_002",2015-12-17,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-01-21","10:00",0,34.576,0.13,NA,4.45,0.8,0.07,0.05,545.75,0.73,"LT_ND_Rubio_002",2016-01-21,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-02-18","09:48",0,34.432,0.14,NA,2.06,0.41,0.05,0.02,670.75,0.35,"LT_ND_Rubio_002",2016-02-18,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-03-17","10:20",0,57.134,0.16,NA,7.49,0.95,0.12,0.04,734.333,0.83,"LT_ND_Rubio_002",2016-03-17,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-04-19","09:20",0,66.933,0.21,NA,4.5,0.82,0.2,0.1,791.333,0.62,"LT_ND_Rubio_002",2016-04-19,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-05-17","10:55",0,79.437,0.34,NA,3.03,0.21,0.1,0.1,1140,0.11,"LT_ND_Rubio_002",2016-05-17,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-06-29","09:39",0,31.264,0.16,NA,1.69,0.79,0.07,0,687.583,0.71,"LT_ND_Rubio_002",2016-06-29,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2016-07-19","09:20",0,54.115,0.22,NA,6.78,3.58,0.06,0.03,1099.167,3.52,"LT_ND_Rubio_002",2016-07-19,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-08-16","12:00",0,52.19,0.18,NA,7.21,0.4,0.11,0.09,742.917,0.3,"LT_ND_Rubio_002",2016-08-16,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-09-15","09:55",0,39.766,0.12,NA,4.08,0.31,0.08,0.06,678.167,0.23,"LT_ND_Rubio_002",2016-09-15,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-10-17","08:50",0.2,42.837,0.15,NA,4,2.27,0.12,0.04,673.667,2.15,"LT_ND_Rubio_002",2016-10-17,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2016-11-17","09:45",0.2,40.633,0.12,NA,6.1,1.05,0.11,0,787.5,0.94,"LT_ND_Rubio_002",2016-11-17,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2016-12-12","09:30",0.2,63.732,0.13,NA,28.94,1.05,0.17,0,846.667,0.88,"LT_ND_Rubio_002",2016-12-12,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2017-01-04","09:50",0.3,104.71,0.34,NA,38.1,0.25,0.06,0.01,824.917,0.19,"LT_ND_Rubio_002",2017-01-04,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2017-02-08","12:20",0.3,126.08,0.12,NA,66.33,0.91,0.17,0,965.833,0.74,"LT_ND_Rubio_002",2017-02-08,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2017-03-16","09:30",0.3,119.395,0.3,NA,63.93,8.63,0.08,0.03,1042.5,8.55,"LT_ND_Rubio_002",2017-03-16,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2017-06-15","11:20",0.2,63.342,0.48,NA,1.18,0.45,0.08,0,1070.833,0.37,"LT_ND_Rubio_002",2017-06-15,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2017-07-20","08:39",0.2,40.368,0.19,NA,1.48,0.29,0.07,0.01,749.75,0.22,"LT_ND_Rubio_002",2017-07-20,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2017-08-08","08:00",0.2,65.584,0.41,NA,1.61,0.2,0.05,0,893.333,0.16,"LT_ND_Rubio_002",2017-08-08,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2017-09-22","10:45",0.2,36.308,0.76,NA,1.41,0.14,0.06,0,741.333,0.08,"LT_ND_Rubio_002",2017-09-22,"TS/PH3","TS/PH3","TS",1,0,0,0,NA
"TS/PH3","2017-10-12","08:43",0.2,40.828,0.43,NA,1.85,0.26,0.07,NA,661,0.19,"LT_ND_Rubio_002",2017-10-12,"TS/PH3","TS/PH3","TS",1,0,NA,0,NA
"TS/PH3","2017-11-14","09:10",0.2,47.259,0.27,NA,5.52,0.51,0.11,0.02,598.75,0.4,"LT_ND_Rubio_002",2017-11-14,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH3","2017-12-13","08:51",0.2,75.144,0.23,NA,31.48,0.75,0.09,0.01,669.5,0.66,"LT_ND_Rubio_002",2017-12-13,"TS/PH3","TS/PH3","TS",0,0,0,0,NA
"TS/PH6a","2001-10-01",NA,1,38.065,0.18,784.917,2.44,1.29,0.1,NA,767.75,1.19,"LT_ND_Losada_002",2001-10-01,"TS/PH6a","TS/PH6a","TS",1,0,NA,0,0
"TS/PH6a","2001-11-12",NA,1,42.129,0.12,818.833,2.43,0.4,0.06,0,775.417,0.34,"LT_ND_Losada_002",2001-11-12,"TS/PH6a","TS/PH6a","TS",1,0,0,0,0
"TS/PH6a","2002-09-13","12:20",0,36.615,0.14,583.917,1.83,0.33,0.08,0.01,573.083,0.25,"LT_ND_Losada_002",2002-09-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2002-10-11","12:40",1,43.603,0.11,726.667,1.43,0.23,0.12,0.03,729.083,0.12,"LT_ND_Losada_002",2002-10-11,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2002-11-22","12:45",1,38.384,0.13,884.167,2.09,0.43,0.07,0.05,771.667,0.36,"LT_ND_Losada_002",2002-11-22,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2002-12-17","12:00",1,51.663,0.14,912.5,NA,NA,NA,NA,NA,NA,"LT_ND_Losada_002",2002-12-17,"TS/PH6a","TS/PH6a","TS",1,0,NA,NA,NA
"TS/PH6a","2001-12-10",NA,1,36.996,0.13,785.333,5.01,0.54,0.09,0.07,774.75,0.45,"LT_ND_Losada_002",2001-12-10,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2002-01-08",NA,1,47.601,NA,NA,6.28,0.74,0.13,NA,NA,0.61,"LT_ND_Losada_002",2002-01-08,"TS/PH6a","TS/PH6a","TS",1,1,NA,0,NA
"TS/PH6a","2002-02-21","14:30",1,46.276,0.16,1134.167,6.37,0.76,0.15,NA,1033.333,0.62,"LT_ND_Losada_002",2002-02-21,"TS/PH6a","TS/PH6a","TS",1,0,NA,0,0
"TS/PH6a","2002-03-25","11:00",1,62.001,0.53,1279.167,8.46,1.39,0.18,0.04,1295,1.21,"LT_ND_Losada_002",2002-03-25,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2002-04-24","12:00",20,35.168,1.07,967.5,1.14,0.72,0.15,NA,919.167,0.58,"LT_ND_Losada_002",2002-04-24,"TS/PH6a","TS/PH6a","TS",1,0,NA,0,0
"TS/PH6a","2002-05-23","13:00",21,28.021,0.45,894.167,2.45,1.82,0.39,NA,870.833,1.43,"LT_ND_Losada_002",2002-05-23,"TS/PH6a","TS/PH6a","TS",1,0,NA,0,0
"TS/PH6a","2002-06-28","11:00",3,42.124,0.83,1072.5,NA,NA,NA,NA,NA,NA,"LT_ND_Losada_002",2002-06-28,"TS/PH6a","TS/PH6a","TS",1,0,NA,NA,NA
"TS/PH6a","2002-07-24","12:25",2,44.601,NA,813.917,3.94,0.37,0.1,0.03,733,0.27,"LT_ND_Losada_002",2002-07-24,"TS/PH6a","TS/PH6a","TS",0,1,NA,0,0
"TS/PH6a","2002-08-15","11:00",1,48.294,NA,755.25,3.43,0.78,0.14,NA,738.083,0.64,"LT_ND_Losada_002",2002-08-15,"TS/PH6a","TS/PH6a","TS",1,1,NA,0,0
"TS/PH6a","2003-10-16","11:55",0,46.424,0.12,715.833,1.82,0.21,0.08,0.02,NA,0.13,"LT_ND_Losada_002",2003-10-16,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2003-11-20","14:50",0,35.22,0.14,679.5,0.32,0.16,0.05,0.01,541.083,0.11,"LT_ND_Losada_002",2003-11-20,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2003-12-29","11:00",0,33.791,0.17,590.833,1.15,0.14,0.06,0.05,669.583,0.08,"LT_ND_Losada_002",2003-12-29,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2004-01-27","13:45",0,49.932,0.16,807.333,1.6,0.25,0.05,0.02,834.167,0.2,"LT_ND_Losada_002",2004-01-27,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2003-01-30","11:00",1,38.766,0.21,789,NA,1.14,0.21,NA,NA,0.93,"LT_ND_Losada_002",2003-01-30,"TS/PH6a","TS/PH6a","TS",1,0,NA,NA,NA
"TS/PH6a","2003-02-21",NA,2,47.14,0.37,466,6.85,3.97,0.31,0.01,NA,3.66,"LT_ND_Losada_002",2003-02-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2003-03-13","12:30",18,25.259,0.45,641.917,7.25,1.54,0.06,NA,NA,1.48,"LT_ND_Losada_002",2003-03-13,"TS/PH6a","TS/PH6a","TS",1,0,NA,0,NA
"TS/PH6a","2003-04-29",NA,27,81.579,0.31,778.917,5.15,1.83,0.2,0.08,780.25,1.63,"LT_ND_Losada_002",2003-04-29,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2003-05-28","13:30",1,39.748,NA,918.333,6.25,2,0.12,0.07,865,1.89,"LT_ND_Losada_002",2003-05-28,"TS/PH6a","TS/PH6a","TS",0,1,NA,0,0
"TS/PH6a","2003-06-23","11:00",1,37.911,0.3,967.5,3.13,1.16,0.17,0.04,850,0.99,"LT_ND_Losada_002",2003-06-23,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2003-07-22","14:30",1,31.165,0.22,1069.167,2.32,0.54,0.09,0.07,1011.667,0.45,"LT_ND_Losada_002",2003-07-22,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2003-08-13","12:10",1,35.866,0.19,978.333,2.19,0.19,0.06,NA,870.833,0.12,"LT_ND_Losada_002",2003-08-13,"TS/PH6a","TS/PH6a","TS",1,0,NA,0,0
"TS/PH6a","2003-09-25","12:45",0,27.182,NA,812.583,1.21,0.26,0.08,0.03,616.917,0.18,"LT_ND_Losada_002",2003-09-25,"TS/PH6a","TS/PH6a","TS",0,1,NA,0,0
"TS/PH6a","2001-05-30",NA,34,32.931,0.41,945.833,9.76,1.45,0.32,0,962.5,1.13,"LT_ND_Losada_002",2001-05-30,"TS/PH6a","TS/PH6a","TS",1,0,0,0,0
"TS/PH6a","2001-06-27",NA,26,35.065,0.46,1086.667,1.72,0.64,0.19,0,1085.833,0.45,"LT_ND_Losada_002",2001-06-27,"TS/PH6a","TS/PH6a","TS",1,0,0,0,0
"TS/PH6a","2001-07-20",NA,33,81.636,0.37,1250,6.33,0.65,0.2,0.01,1211.667,0.45,"LT_ND_Losada_002",2001-07-20,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2001-08-23",NA,1,57.025,0.35,1174.167,4.91,0.58,0.09,0.06,1192.5,0.49,"LT_ND_Losada_002",2001-08-23,"TS/PH6a","TS/PH6a","TS",0,0,0,0,0
"TS/PH6a","2011-12-13","12:05",2,79.767,0.28,NA,NA,1.98,0.24,0.02,630.5,1.74,"LT_ND_Losada_002",2011-12-13,"TS/PH6a","TS/PH6a","TS",0,0,0,NA,NA
"TS/PH6a","2012-01-11","11:10",1,84.7,0.28,NA,0.65,1.38,0.2,0.19,839.167,1.18,"LT_ND_Losada_002",2012-01-11,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-02-21","11:30",14,60.425,0.6,NA,8.22,1.73,0.21,0.04,911.667,1.52,"LT_ND_Losada_002",2012-02-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-03-21","12:10",22,54.927,0.49,NA,3.81,0.69,0.05,0.01,856.25,0.65,"LT_ND_Losada_002",2012-03-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-04-26","10:25",22,55.141,0.47,NA,6.98,1.32,0.2,0.1,869.167,1.12,"LT_ND_Losada_002",2012-04-26,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-05-17","11:35",9,68.305,0.35,NA,5.4,1.75,0.19,0.06,1078.333,1.56,"LT_ND_Losada_002",2012-05-17,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-06-21","11:00",2,42.089,0.27,NA,2.59,0.98,0.17,0.01,1002.5,0.81,"LT_ND_Losada_002",2012-06-21,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-07-19","9:30",1,40.584,0.19,NA,3.3,1.78,0.18,0.03,885,1.59,"LT_ND_Losada_002",2012-07-19,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-08-15","9:19",1,42.51,0.21,NA,1.77,0.35,0.05,0,905,0.3,"LT_ND_Losada_002",2012-08-15,"TS/PH6a","TS/PH6a","TS",1,0,0,0,NA
"TS/PH6a","2012-09-12","13:00",1,40.434,0.25,NA,1.04,0.44,0.1,0.02,817.667,0.34,"LT_ND_Losada_002",2012-09-12,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-10-03","12:00",1,67.256,0.43,NA,0.96,0.17,0.09,0.03,828,0.07,"LT_ND_Losada_002",2012-10-03,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-11-08","14:30",1,39.052,0.19,NA,0.47,0.07,0.06,0.03,847.5,0.01,"LT_ND_Losada_002",2012-11-08,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2012-12-12","10:15",1,28.94,0.23,NA,3.37,0.26,0.06,0.02,791.75,0.19,"LT_ND_Losada_002",2012-12-12,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-01-17","12:30",1,51.991,0.23,NA,2.08,0.23,0.06,0.02,860.833,0.17,"LT_ND_Losada_002",2013-01-17,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-02-06","9:00",1,54.114,0.28,NA,2.88,0.96,0.09,0.02,1015,0.87,"LT_ND_Losada_002",2013-02-06,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-03-05","11:59",1,87.463,0.36,NA,2.19,0.24,0.05,0.01,1195.833,0.19,"LT_ND_Losada_002",2013-03-05,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-04-04","9:50",15,53.764,0.48,NA,8.86,1.25,0.13,0.04,998.333,1.12,"LT_ND_Losada_002",2013-04-04,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-05-07","11:50",21,40.848,0.41,NA,0.87,0.51,0.09,0.01,954.167,0.42,"LT_ND_Losada_002",2013-05-07,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-06-04","12:15",1,49.826,0.42,NA,3.03,0.95,0.12,0.02,1022.5,0.83,"LT_ND_Losada_002",2013-06-04,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-07-09","10:45",1,39.958,0.2,NA,2.11,0.5,0.14,0.14,1297.5,0.36,"LT_ND_Losada_002",2013-07-09,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-08-15","11:25",0,31.351,0.35,NA,1.03,0.26,0.07,0.04,877.5,0.19,"LT_ND_Losada_002",2013-08-15,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-09-04","10:45",0,25.545,0.26,NA,1.14,0.29,0.08,0,770.083,0.21,"LT_ND_Losada_002",2013-09-04,"TS/PH6a","TS/PH6a","TS",1,0,0,0,NA
"TS/PH6a","2013-10-29","12:15",0,35.961,0.2,NA,0.92,0.22,0.06,0.01,815.5,0.15,"LT_ND_Losada_002",2013-10-29,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-11-13","13:10",0,32.786,0.17,NA,0.81,0.13,0.05,0.08,765.083,0.08,"LT_ND_Losada_002",2013-11-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2013-12-17","9:50",0,27.237,0.2,NA,1.4,0.44,0.05,0.02,705.667,0.39,"LT_ND_Losada_002",2013-12-17,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-01-28","12:40",1,40.971,0.54,NA,1.72,0.21,0.05,0.03,787.333,0.16,"LT_ND_Losada_002",2014-01-28,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-02-05","9:45",0,37.383,0.27,NA,1.25,0.24,0.03,0.04,825.25,0.21,"LT_ND_Losada_002",2014-02-05,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-03-13","13:20",3,51.993,0.46,NA,2.31,0.44,0.09,0.08,963.333,0.35,"LT_ND_Losada_002",2014-03-13,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-04-16","9:45",10,56.981,0.71,NA,2.22,0.54,0.1,0.09,1122.5,0.44,"LT_ND_Losada_002",2014-04-16,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-05-07","12:15",26,45.627,0.56,NA,5.34,0.96,0.16,0.07,915.833,0.8,"LT_ND_Losada_002",2014-05-07,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-06-11","9:15",28,38.216,0.84,NA,3.36,1.48,0.12,0.07,880,1.36,"LT_ND_Losada_002",2014-06-11,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-07-16","12:35",8,97.258,0.33,NA,11.65,1.15,0.25,0.17,1585,0.9,"LT_ND_Losada_002",2014-07-16,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-08-14","10:30",2,72.697,0.18,NA,3.25,0.3,0.14,0.06,1395,0.16,"LT_ND_Losada_002",2014-08-14,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-09-11","13:15",2,50.027,0.18,NA,3,0.17,0.12,0.06,1305.833,0.05,"LT_ND_Losada_002",2014-09-11,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-10-09","10:30",2,44.038,0.19,NA,4.26,0.64,0.18,0.06,1012.5,0.46,"LT_ND_Losada_002",2014-10-09,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-11-24","13:45",3,49.083,0.3,NA,5,2.63,0.19,0.05,1015.833,2.44,"LT_ND_Losada_002",2014-11-24,"TS/PH6a","TS/PH6a","TS",0,0,0,0,NA
"TS/PH6a","2014-12-17","10:30",4,61.977,0.24,NA,12.01,2.22,0.13,0,964.167,2.09,"LT_ND_Losada_002",2014-12-17,"TS/PH6a","TS/PH6a","TS",1,0,0,0,NA
